probIn scale
0.5798512 2.344012
0.5855345 2.353732
0.5945471 2.299319
0.6051807 2.5024
0.578325 2.688403
0.608903 2.840382
0.5770922 2.807967
0.5590596 3.041426
0.5871394 3.149239
0.5613799 3.223058
0.5528746 3.194807
0.5713538 3.290992
0.5557911 3.188942
0.5573825 3.139838
0.6022771 3.02831
0.5471568 3.0725
0.5605566 3.105727
0.5696407 3.000391
0.6005284 3.012158
0.565832 3.355422
0.5655537 3.216943
0.5652707 3.320072
0.5303618 3.393115
0.5186758 3.257591
0.4889808 3.497491
0.4707749 3.64147
0.4666817 3.609794
0.4958643 3.768369
0.4695228 3.834681
0.5038444 3.904414
0.4966681 3.874895
0.5031813 3.921411
0.5362712 3.837601
0.5498933 4.067772
0.5424861 4.04475
0.503296 4.191479
0.4813889 4.166597
0.4670693 4.071176
0.4884021 4.055242
0.419518 3.986739
0.468519 3.902757
0.4664291 3.907094
0.4457638 3.999697
0.4572906 3.904284
0.487271 3.667363
0.508637 3.65909
0.488652 3.717805
0.5006046 3.729277
0.445834 3.730778
0.4671173 3.593813
0.4824553 3.642772
0.4123467 3.70731
0.4394449 3.612657
0.4489555 3.58981
0.4471024 3.446497
0.4638176 3.56962
0.4479422 3.634845
0.4352222 3.491926
0.4330853 3.376974
0.4262938 3.461774
0.4154572 3.269043
0.3932154 3.546822
0.3568655 3.651534
0.3735381 3.822237
0.4020482 4.108965
0.3450319 3.963143
0.3273747 3.949778
0.3215749 3.841101
0.3266684 3.907601
0.3816771 4.011703
0.4230866 4.041416
0.4303852 3.900845
0.4518616 3.80759
0.493286 3.826322
0.5195987 3.96623
0.5506278 3.957194
0.5627589 3.834286
0.5171916 3.754541
0.4489856 3.872959
0.4917061 3.823185
0.5124602 3.837126
0.5245134 3.732058
0.5294343 3.711046
0.5344633 3.640392
0.5057933 3.754309
0.4885922 3.766751
0.4987951 4.131246
0.5011785 4.255117
0.503745 4.14002
0.5070767 3.949542
0.4825986 3.882137
0.5236186 3.944761
0.4966873 4.216811
0.4702363 4.522367
0.4924024 4.561888
0.5257381 4.621393
0.5291366 4.593845
0.5269063 4.646738
0.5374946 4.38846
0.5099991 4.29289
0.4539339 4.240326
0.436989 4.175804
0.4501491 4.209114
0.4521967 4.37281
0.4259815 4.339179
0.4886125 4.524631
0.5059631 4.724974
0.4934142 4.581337
0.4900027 4.621913
0.4398579 4.706117
0.4591215 4.621872
0.4933648 4.386473
0.5315449 4.44864
0.4825192 4.433534
0.4500568 4.707899
0.4187321 4.679554
0.3861451 4.88308
0.3929988 4.914861
0.398632 4.856335
0.3607912 4.950258
0.3393784 4.915842
0.3431367 4.736194
0.3547496 4.967054
0.3169801 4.720226
0.3327385 4.347561
0.3540638 4.460258
0.3180079 4.564257
0.3147915 4.436229
0.3216036 4.372814
0.3137313 4.133056
0.3037608 4.373463
0.3073898 4.588317
0.3364662 4.634521
0.3395753 4.448534
0.3374334 4.467146
0.4140187 4.268039
0.3970833 4.467393
0.3546897 4.365091
0.3150278 4.354781
0.3457143 4.986783
0.3433145 5.22427
0.3267272 4.776449
0.3706852 4.522818
0.3719286 4.461041
0.395412 4.299062
0.4652953 4.250144
0.4451605 4.033583
0.4640999 4.141972
0.5056303 4.117825
0.4979779 4.140489
0.532135 4.276894
0.5774088 4.089348
0.5738412 4.084969
0.5679451 4.110096
0.5689748 4.040497
0.5046799 4.264539
0.5196287 3.942764
0.4990644 3.865061
0.5109024 3.916954
0.4711164 3.732714
0.5028993 3.814189
0.4613409 3.719345
0.4946908 3.695834
0.4902068 3.928729
0.4645337 3.890511
0.4567402 4.144512
0.4418089 4.160999
0.4787386 4.24256
0.4678422 4.167647
0.4640893 4.386516
0.4766729 4.361256
0.5263147 4.386831
0.5101407 4.241341
0.5220722 4.05471
0.5136992 4.239038
0.4586821 4.265919
0.4176477 4.516146
0.3996929 4.283453
0.3623684 4.205502
0.3428969 4.134875
0.3597687 4.061798
0.3436007 3.907124
0.3586725 4.065844
0.3198382 4.115022
0.2997028 4.063238
0.3209732 4.100784
0.3183249 4.093016
0.3372777 4.026201
0.3608142 4.025299
0.397271 3.919207
0.3706131 3.836715
0.3953448 3.747817
0.402422 3.846364
0.3896449 3.608707
0.3667941 3.89813
0.4078255 3.804906
0.4326802 3.929579
0.4001211 3.647795
0.4420402 3.524169
0.4304033 3.460401
0.4394025 3.572797
0.4419765 3.485182
0.4533289 3.27258
0.4314445 3.472202
0.423167 3.405424
0.4360099 3.48449
0.4564518 3.498877
0.4250605 3.418821
0.4141572 3.272271
0.4286948 3.408358
0.4509269 3.34481
0.4646926 3.371107
0.4477045 3.265601
0.4551893 3.37868
0.4678002 3.269073
0.5128659 3.222663
0.565981 3.164974
0.5537287 3.249655
0.5315163 3.416126
0.5520312 3.50951
0.5848654 3.416998
0.5883018 3.341638
0.6114215 3.216778
0.5957511 3.227455
0.5750283 3.450641
0.5802867 3.507319
0.5775723 3.247124
0.5837147 3.203955
0.5911181 3.497789
0.5988814 3.471634
0.6384258 3.524468
0.6252564 3.810487
0.6444997 3.763202
0.6830125 3.547386
0.7037528 3.796736
0.7027767 3.711063
0.6723291 3.4872
0.679443 3.483239
0.7093133 3.603539
0.7081137 3.684673
0.734601 3.603372
0.7090329 3.584657
0.7188442 3.696796
0.7092485 3.531675
0.7356678 3.434739
0.7693016 3.45695
0.7390322 3.446997
0.7812552 3.667753
0.8082309 3.680429
0.7909015 3.74032
0.8359865 4.093399
0.8508468 4.184289
0.8318216 4.174245
0.8394687 4.028801
0.8180839 3.832283
0.7611699 3.872976
0.7545848 3.971683
0.7391675 3.749961
0.7574894 3.864364
0.7765207 3.777043
0.7770608 3.814197
0.7723303 3.903513
0.7580343 3.805126
0.7224963 3.944577
0.7202642 3.750434
0.7503199 3.757236
0.787925 3.870368
0.7725242 3.89396
0.8044013 4.164692
0.8078603 4.029118
0.8118304 3.963315
0.838252 3.99857
0.8113962 3.894243
0.8166568 4.048756
0.8383212 3.888427
0.8585586 3.695773
0.8338568 3.574422
0.8074563 3.582731
0.7860251 3.977845
0.7765416 4.007846
0.7819022 3.908699
0.7808304 3.735457
0.7994589 3.751153
0.7767128 3.723704
0.7725092 3.621438
0.7368676 3.548173
0.7118005 3.499339
0.6668853 3.59868
0.6702646 3.710858
0.6445245 3.782509
0.6489406 3.730086
0.6657109 3.540994
0.6916414 3.615039
0.667976 3.681768
0.7049233 3.480561
0.7147851 3.620332
0.7061161 3.534709
0.716327 3.516686
0.715674 3.307352
0.6970966 3.200919
0.6814806 3.42033
0.6804524 3.421884
0.7064539 3.457308
0.7191824 3.272838
0.7302761 3.190748
0.7485993 3.177866
0.7383611 3.035212
0.7558834 3.040601
0.7675634 3.237398
0.7874024 3.259844
0.7967606 3.152912
0.804732 3.259414
0.8048292 3.22528
0.8180681 3.25584
0.8216572 3.401592
0.8168654 3.359332
0.8200055 3.580183
0.7955888 3.691611
0.8186223 3.803962
0.7875122 3.88209
0.7822991 4.007223
0.7812436 4.084475
0.8017202 4.078339
0.7902911 3.897935
0.7735364 3.850363
0.7666194 3.918896
0.7537543 4.150616
0.7331973 4.01766
0.7329213 4.022873
0.7240867 4.055324
0.6924086 4.10523
0.6824256 4.369166
0.7114192 4.338189
0.6917706 4.471805
0.6572015 4.716003
0.679652 4.658965
0.6711243 4.725047
0.6734986 4.842951
0.6468238 4.873322
0.6291176 4.922438
0.5940082 4.735724
0.5753165 4.668501
0.5947706 4.547741
0.6036702 4.480387
0.5975722 4.37792
0.589725 4.42283
0.5849669 4.200523
0.5861047 4.20034
0.5585721 4.24699
0.5404813 4.005109
0.4862533 3.871415
0.459905 3.82452
0.4770536 4.005714
0.4374464 3.921427
0.4978903 4.117353
0.4962863 4.092017
0.5183655 4.05948
0.5150336 4.066067
0.5291474 4.108404
0.55435 4.190057
0.4699072 4.15078
0.5446463 4.09187
0.5882703 4.200767
0.5666277 4.344343
0.602358 4.390283
0.5741446 4.27475
0.6009584 4.411258
0.6354597 4.391683
0.5900953 4.43145
0.5813505 4.680286
0.5367121 4.776971
0.5807318 4.698029
0.578533 4.493844
0.5695211 4.476326
0.5818314 4.557194
0.5462888 4.602549
0.523797 4.557397
0.4868946 4.612558
0.5160027 4.57536
0.5205665 4.892782
0.5347307 4.845
0.5362194 5.259859
0.5248061 5.608922
0.4864686 5.337657
0.5081473 5.745351
0.4900505 5.894357
0.4964163 5.973407
0.5043611 6.11021
0.4998658 6.156882
0.5249336 6.008685
0.578753 6.031083
0.5565581 6.049271
0.5401078 6.106791
0.5479772 6.176489
0.5340229 5.923893
0.5131977 5.833893
0.5153862 5.915449
0.5141407 5.80854
0.5320384 5.395285
0.4970743 5.181766
0.514924 5.251138
0.5113707 5.326829
0.4925367 5.34129
0.4835962 5.37376
0.4871864 5.347005
0.4593835 5.450884
0.4790747 5.388227
0.4942632 5.514285
0.4789407 5.075802
0.4384766 5.166444
0.449759 4.950863
0.3921722 4.789663
0.3635823 5.122058
0.3498362 4.800703
0.3454965 4.848322
0.312425 4.967542
0.3217725 4.894196
0.3152418 4.963157
0.2836742 4.683675
0.294775 4.78381
0.2915455 4.542111
0.2973103 4.648619
0.3078954 4.592692
0.2969895 4.450119
0.2487156 4.65983
0.2483231 4.682342
0.243333 4.622431
0.1974358 4.433621
0.2063472 4.28388
0.2313513 4.418244
0.240819 4.298053
0.3042053 3.933411
0.332213 3.882848
0.2840373 3.864487
0.2823414 3.968765
0.3320486 4.064347
0.3056945 4.130931
0.3287287 4.131952
0.3105947 4.285049
0.3289095 4.38178
0.3460883 4.857068
0.3509532 5.014512
0.3154754 4.931946
0.3304694 5.083704
0.3674485 5.316788
0.3789257 5.14551
0.3669228 5.340335
0.4029525 5.185923
0.3961518 5.288728
0.3965797 5.402438
0.3884413 5.635653
0.3437989 5.650788
0.3461074 5.424144
0.3510544 5.410666
0.3231028 5.612865
0.3136124 5.81009
0.334253 5.596716
0.3873921 5.458122
0.4254515 5.169577
0.3685984 5.243567
0.331565 5.376781
0.3160683 5.456116
0.3109061 5.690351
0.2968365 5.673336
0.2880833 5.344196
0.3326803 5.330671
0.3048954 5.436723
0.3187603 5.224147
0.3357888 5.235285
0.3703116 4.930963
0.3591384 5.024795
0.3778561 5.036269
0.4084205 4.752019
0.414462 4.647005
0.4565914 4.682558
0.4432568 4.541737
0.4872547 4.639169
0.4646538 4.805736
0.4792905 4.809643
0.4495604 4.724278
0.449579 4.703507
0.455543 4.706212
0.468551 4.609016
0.5086598 4.600862
0.464102 4.720534
0.4430714 4.638801
0.4430575 4.711867
0.4431008 4.947492
0.4540821 5.256266
0.4463843 5.318783
0.4488034 5.46839
0.4971352 5.543093
0.528173 5.85057
0.5112047 5.863677
0.4940356 5.870169
0.4194004 6.192873
0.4170094 5.957338
0.4343168 5.976831
0.4044532 5.814565
0.4466869 5.562715
0.4498774 5.272001
0.4387049 4.983207
0.4017192 4.942306
0.3481771 4.781099
0.3265736 4.897424
0.3387417 4.873468
0.357028 5.025397
0.3174449 4.974814
0.3595795 4.979247
0.3605214 5.064802
0.3706666 5.234435
0.3901233 5.147511
0.3249577 5.112836
0.3369885 5.385005
0.3388085 5.12164
0.3423142 4.958129
0.3693879 5.222388
0.3490432 5.298667
0.335202 5.558592
0.3535564 5.693639
0.3385069 5.728336
0.3596541 5.428942
0.318376 5.568614
0.290744 5.834019
0.2477117 5.744569
0.260965 5.801455
0.263243 5.493245
0.2361791 5.41307
0.2424095 5.352579
0.2582824 5.304418
0.2307187 5.068159
0.1613611 5.181486
0.1640532 5.166239
0.1728992 5.396025
0.1947047 5.576328
0.1957674 5.733265
0.1977635 5.815104
0.2117075 5.477665
0.2479931 5.510309
0.3057703 5.088542
0.3052683 5.211914
0.3475705 5.228619
0.3059307 5.167717
0.2749653 5.386399
0.2779251 5.574491
0.2940093 5.600848
0.3199504 5.938564
0.3603499 6.00363
0.3711053 5.916927
0.3802269 5.78171
0.38335 5.630444
0.4022469 5.59896
0.4048671 5.917894
0.4241089 5.906181
0.4222075 5.892171
0.4408562 6.161101
0.4256085 6.045871
0.370246 6.347169
0.4270919 6.153727
0.4204617 6.011062
0.4168095 5.74298
0.4316083 5.772722
0.4265354 5.650497
0.4146461 6.039044
0.3965393 6.067064
0.3603527 6.442495
0.3907091 6.473421
0.3675116 6.423105
0.412385 6.228817
0.413203 5.951236
0.3578546 5.944815
0.3404895 5.862385
0.3246958 6.124343
0.3090962 6.452463
0.2931644 6.584716
0.3104284 6.611069
0.3188694 6.738178
0.3054833 6.580211
0.3165689 7.225148
0.3294311 7.430104
0.2873038 7.185773
0.2583296 7.609818
0.3051681 7.509895
0.3492974 7.235042
0.3914404 7.229575
0.4574302 7.629086
0.430951 7.153023
0.4379281 7.475249
0.4669188 7.352752
0.4493352 7.363791
0.4480169 7.149281
0.4090442 7.35835
0.418302 7.499235
0.410841 7.684468
0.3980032 8.065133
0.4035538 7.934127
0.4212041 8.181756
0.397927 8.304724
0.4468935 7.768224
0.4551878 7.678672
0.3973646 7.803631
0.4436202 8.484245
0.4670167 7.833502
0.5015822 7.60969
0.5512277 7.414175
0.5039481 7.36042
0.5335573 7.570021
0.5073818 7.331378
0.527748 7.334921
0.5401527 7.474143
0.5236902 7.970879
0.485467 7.798434
0.4465857 8.536599
0.4849301 8.691561
0.4612087 8.042676
0.4534188 8.386503
0.453594 8.403848
0.4198948 7.977683
0.440986 7.817366
0.4427393 8.008618
0.4608194 8.107236
0.4095824 8.143625
0.4335105 8.477684
0.4479839 8.457208
0.4430543 9.239471
0.4187494 8.98062
0.4015667 8.938465
0.4454198 8.50562
0.4304142 8.983809
0.4273493 9.248081
0.4119246 9.73543
0.4202191 9.289198
0.4056232 9.762861
0.3847264 9.445145
0.3621891 9.811497
0.383705 10.42172
0.4295287 10.26498
0.4055691 9.734234
0.443723 9.760522
0.4401043 9.71998
0.4460621 10.01141
0.4007816 10.1246
0.3527005 9.835555
0.3547846 9.986912
0.336435 10.27809
0.3366417 10.3611
0.3307338 10.82067
0.3432127 11.06092
0.3381236 11.06177
0.3343337 10.84933
0.295177 10.7693
0.3134016 10.80274
0.3239198 10.91021
0.2959361 10.99703
0.285925 11.0047
0.2580348 10.40482
0.246299 10.48497
0.2422241 10.56739
0.2745561 10.03387
0.2716975 9.85404
0.272739 9.89216
0.3084531 10.45148
0.3096256 11.3345
0.3316223 11.05045
0.2861965 11.39287
0.237133 11.04137
0.2674141 10.8345
0.2504109 10.32545
0.2995243 9.998298
0.3295611 10.41131
0.3323551 9.986328
0.3250198 10.40323
0.287486 9.900252
0.2892294 9.499965
0.2698386 9.775508
0.2879316 9.520317
0.3110278 9.731819
0.3461121 9.468049
0.368453 9.234655
0.3223593 8.891968
0.3141497 8.599845
0.3320698 8.390664
0.3727559 8.233062
0.3787863 8.175988
0.4024708 8.097787
0.4072076 8.334923
0.4128176 7.792083
0.4046897 7.402717
0.3810122 7.734401
0.3851385 7.788464
0.3875014 7.77936
0.365116 7.662048
0.3510552 7.107244
0.3841596 7.258895
0.3475798 7.021746
0.3839311 6.722457
0.3930606 6.677856
0.3956282 6.593325
0.3759482 6.390071
0.3734751 6.639363
0.4055164 6.780967
0.3830511 6.963268
0.400608 6.874808
0.3551575 6.498153
0.347016 6.189945
0.3349408 6.310972
0.3525486 6.387697
0.3077846 6.465194
0.2940905 6.666879
0.3145245 6.667948
0.3059336 6.780117
0.3081931 6.869899
0.3163959 6.740041
0.3279681 6.75523
0.3168468 6.718639
0.3199579 7.084501
0.3105245 7.198677
0.3245786 7.3682
0.3164346 7.407879
0.2888935 7.269511
0.3152033 6.706659
0.3032291 6.181033
0.275275 6.57956
0.3050194 6.942792
0.3107179 7.120593
0.2774825 7.317088
0.3196082 7.194215
0.272256 7.137186
0.2572066 7.179922
0.2777835 6.838063
0.2893859 6.773624
0.3511835 7.053199
0.3330278 7.603978
0.2987584 7.836041
0.2904015 8.403702
0.2942057 8.265417
0.2568872 8.154726
0.2326523 8.294306
0.2281873 8.340527
0.2279201 8.61415
0.2359758 8.519242
0.2282303 8.743813
0.2236463 8.250207
0.2028532 7.524869
0.2170546 7.203915
0.2294785 7.758882
0.2398238 7.634828
0.2337294 7.55857
0.2436225 7.116664
0.2398482 6.880804
0.2569917 6.828647
0.2634962 6.839466
0.2488235 7.004578
0.2827561 6.803305
0.2694039 6.848479
0.2396792 6.69072
0.2333058 6.865231
0.2403905 7.06403
0.2552009 6.872061
0.2916822 6.886804
0.2947922 6.309587
0.3083558 6.190024
0.3216599 5.946201
0.3183319 5.825061
0.3366971 6.019489
0.3468777 6.321747
0.3372826 6.03167
0.3202863 6.203582
0.3454779 5.968557
0.3662812 6.317261
0.3854846 5.711452
0.4286142 5.446161
0.4859301 5.568338
0.462358 5.801571
0.4119087 5.806641
0.4660856 6.073689
0.4844795 6.001782
0.5234531 6.227135
0.5211831 6.170797
0.5475535 6.05862
0.5402045 5.794589
0.4973719 5.82669
0.5244662 5.892395
0.5063797 5.885809
0.5462281 5.997756
0.525151 5.65501
0.5714342 5.764064
0.5305657 5.879444
0.54177 5.724441
0.5343619 5.495204
0.521025 5.414027
0.5068197 5.440705
0.5314491 5.189565
0.5734665 5.17941
0.5867068 5.155403
0.562262 5.202824
0.4948871 5.625323
0.4887741 5.854308
0.4985651 5.790764
0.4961099 5.537134
0.5078166 6.016743
0.4960389 6.014057
0.4536845 5.744712
0.4397376 6.040408
0.4372679 6.127982
0.4356861 6.253601
0.4283825 5.933872
0.37261 6.129211
0.3927903 5.974129
0.4253372 5.942497
0.4209536 6.118355
0.4367762 6.164247
0.462498 6.415469
0.434637 6.1608
0.4209579 6.497628
0.4092309 6.664177
0.4123764 6.709629
0.4019328 6.690761
0.3915951 7.023481
0.448867 6.954657
0.4446714 7.294915
0.4392453 7.108798
0.4516707 7.286036
0.4244029 7.281156
0.4416514 7.1248
0.4378727 7.070801
0.4471881 7.394438
0.4328784 7.103897
0.4473668 7.300301
0.4278491 6.897531
0.430973 6.6332
0.4153988 6.686241
0.3804073 6.914268
0.3829753 7.282337
0.4011923 7.300085
0.4156281 7.190399
0.4060491 7.315539
0.3623433 7.404569
0.3901508 7.200256
0.3904846 7.187506
0.3971616 7.637083
0.4304472 7.483817
0.3942861 7.220356
0.3930862 7.521703
0.4043091 7.573953
0.4178685 7.415315
0.414397 6.847646
0.4617897 7.091397
0.4681001 7.149696
0.4698812 7.041231
0.4355235 6.783911
0.4564017 6.502299
0.4726209 6.331912
0.4342046 6.503297
0.4519507 6.411774
0.4554491 6.211589
0.459916 6.428111
0.468749 6.416097
0.4526522 6.13433
0.4512248 6.101546
0.4424395 5.737913
0.4456835 5.894705
0.49093 5.824363
0.4960065 5.854693
0.4896648 5.769075
0.5000961 5.609429
0.4776394 5.794107
0.4561681 6.129588
0.4118741 6.078839
0.3976352 6.243362
0.3291006 6.269078
0.3556691 6.261903
0.3653948 6.477853
0.4051979 6.811184
0.3632844 7.029474
0.3675506 6.883973
0.3335692 6.903365
0.3460613 6.906549
0.3519459 6.774023
0.3028046 6.300657
0.326285 5.996134
0.3115348 5.583901
0.3027109 5.324445
0.3139758 5.162381
0.3130597 5.456648
0.2858647 5.412206
0.3493726 5.419538
0.3131107 5.100872
0.2922281 5.11476
0.3116764 5.071093
0.3026921 4.820595
0.3406263 4.790755
0.3325166 4.657815
0.3004496 4.809533
0.2308744 4.972452
0.2510592 4.918641
0.2182619 5.099259
0.2100273 5.210241
0.1774917 5.261583
0.1918037 5.032397
0.1930522 5.435817
0.2161728 5.244616
0.2166924 5.484028
0.2157862 5.50699
0.2282017 5.508796
0.2289995 5.268052
0.2303303 5.08198
0.2351205 5.093937
0.2225193 4.980606
0.2008589 5.029204
0.2523434 5.251574
0.2224439 5.326463
0.2325743 5.340983
0.2597578 4.87837
0.2722631 4.865456
0.2591244 4.72404
0.2619863 4.553843
0.2813911 4.74485
0.2977071 4.673788
0.3573411 4.641381
0.3898514 4.526035
0.3909949 4.949652
0.4416095 4.923944
0.3677347 4.969553
0.3449858 4.672112
0.352453 4.790272
0.2810081 4.79861
0.2625042 4.632815
0.2709499 4.82576
0.2768907 5.070165
0.2721226 5.382734
0.2498936 5.414513
0.2516289 5.158091
0.2204534 4.898303
0.211797 5.252379
0.23226 5.420957
0.2305839 5.344191
0.2504602 5.168679
0.2863145 4.998042
0.3121411 5.210071
0.3431614 5.295248
0.3179728 5.027542
0.3591002 5.26676
0.2726693 5.542328
0.2584073 5.605218
0.2779782 5.655454
0.2606635 5.591005
0.2640636 5.322393
0.2798661 5.535999
0.2682369 5.361342
0.3154628 5.030866
0.3008711 4.870046
0.3050833 4.738981
0.3300097 4.909365
0.3355103 4.887731
0.2984316 4.871069
0.3039538 4.758246
0.299341 4.412159
0.3080581 4.351124
0.3236273 4.35051
0.3596803 4.274041
0.3769844 4.151014
0.3636716 4.254878
0.3863546 4.092671
0.4041775 4.319452
0.3940844 4.625727
0.3838652 4.508631
0.3773829 4.847704
0.3750142 4.743681
0.3817587 4.90434
0.3983714 4.844883
0.3787318 4.550172
0.372183 4.44659
0.36514 4.452153
0.3572624 4.475726
0.3253025 4.235745
0.3132673 4.032092
0.3713221 4.24835
0.3961937 3.972828
0.4313692 3.961713
0.458124 4.069825
0.4885148 4.229484
0.4728617 4.138993
0.5050524 4.195423
0.4689907 4.069274
0.4773644 4.126398
0.4996067 4.062021
0.5214859 4.059837
0.5213353 4.019049
0.4831207 3.971435
0.4515829 3.86493
0.4525987 3.769623
0.4376727 3.651428
0.4443595 3.694923
0.4554169 3.586716
0.4298048 3.431547
0.4132077 3.489165
0.4067694 3.519246
0.3773119 3.535423
0.396281 3.548555
0.4008104 3.605092
0.3753766 3.41821
0.396157 3.570618
0.4370788 3.400373
0.456518 3.267551
0.5259124 3.345002
0.5366721 3.558567
0.5059583 3.539268
0.4923126 3.529968
0.4145597 3.611245
0.4359475 3.858799
0.4385672 3.924727
0.4093071 4.016664
0.4134805 4.009197
0.4059329 3.839529
0.3608718 3.656446
0.371015 3.581408
0.3959614 3.561004
0.3605218 3.473477
0.3643283 3.234669
0.4347718 3.754799
0.4325774 3.591367
0.4164572 3.703075
0.4544528 3.618264
0.4286009 3.726639
0.4500098 3.863106
0.4601134 3.690538
0.4664111 4.05958
0.4779519 4.147803
0.4642862 4.043641
0.4853919 4.125316
0.4737318 4.144157
0.4372151 4.118113
0.4314107 4.271963
0.4561358 4.362978
0.4648118 4.402892
0.4534996 4.317694
0.452951 4.501278
0.5015818 4.397022
0.4996406 4.366376
0.4578489 4.205179
0.4724748 4.202801
0.4505453 4.208793
0.4572066 4.154692
0.4000188 4.302144
0.4417794 4.093424
0.4405638 4.178945
0.4594662 4.054544
0.4645676 3.942285
0.3712691 3.907777
0.3451728 4.152562
0.3195971 4.383723
0.3156546 4.330344
0.3435565 4.271518
0.3956542 3.941971
0.4385437 3.874428
0.4489119 4.000231
0.4326498 4.140018
0.4093399 4.145532
0.3778334 4.321895
0.3686021 4.190636
0.3798743 3.948259
0.3707349 4.012083
0.3648316 4.046074
0.332098 4.183301
0.2950104 4.514905
0.2872199 4.606102
0.3006295 4.666371
0.329969 4.622452
0.3107673 4.440298
0.3127482 4.642549
0.2997062 4.648179
0.2750384 4.957248
0.2489952 5.079157
0.2839049 4.760724
0.2571368 4.89403
0.2922303 4.960779
0.295538 4.800802
0.3139426 4.428409
0.2903302 4.367999
0.2651386 4.186185
0.2739451 4.050273
0.2956836 4.117185
0.3373625 4.059441
0.3130523 4.31957
0.3429741 4.20971
0.408904 4.078789
0.4116635 3.871433
0.3876083 3.915486
0.3980183 3.867499
0.3813253 3.957558
0.4198895 4.077417
0.4731248 4.148992
0.4826953 3.971389
0.4664936 3.956149
0.4667909 4.254855
0.4778567 4.322696
0.4855325 4.175785
0.4648309 4.137627
0.4825795 4.185216
0.4858689 4.190222
0.5111249 4.037502
0.5680503 3.834294
0.5853515 3.848767
0.6010439 3.929689
0.562467 3.658481
0.5405333 3.627048
0.5090824 3.593815
0.5085015 3.656443
0.5098426 3.397461
0.5083548 3.330376
0.5126527 3.307477
0.5497548 3.389839
0.5579565 3.534608
0.5675032 3.749498
0.5476489 3.577955
0.5471444 3.485721
0.5198336 3.494348
0.5352651 3.738797
0.5281533 3.749564
0.5721095 3.760553
0.5841962 4.010528
0.6106772 3.712422
0.6357001 3.672492
0.6642982 3.529638
0.6937473 3.381981
0.6553422 3.413388
0.6519274 3.581428
0.6321463 3.489644
0.594665 3.407823
0.5926741 3.474355
0.5739739 3.436483
0.5302589 3.581221
0.5072035 3.486454
0.4992849 3.280615
0.5123024 3.262814
0.5177003 3.023658
0.4992602 3.003403
0.4661754 3.252822
0.4738042 3.229723
0.4750144 3.220188
0.4911308 3.294805
0.5044357 3.439337
0.5067864 3.417306
0.4641738 3.275437
0.5200692 3.25616
0.5358946 3.37355
0.5934979 3.360161
0.5794775 3.515794
0.6285627 3.537587
0.6135285 3.373106
0.650866 3.35464
0.6957274 3.147858
0.666469 3.134335
0.6571578 3.117696
0.6749052 2.994134
0.6396987 2.966287
0.6172889 2.897356
0.6182786 2.706037
0.6434994 2.650875
0.63212 2.722044
0.6827272 2.60046
0.7324717 2.735836
0.6978417 2.678122
0.7089454 2.772173
0.7007261 2.791955
0.7239113 2.895328
0.6777272 2.847847
0.6561707 2.8231
0.6350205 2.746944
0.6686594 2.781231
0.6298245 2.705136
0.6668672 2.848165
0.6561666 2.703935
0.6362898 2.752573
0.6144904 2.80962
0.559747 2.969984
0.5793854 3.041123
0.5881504 2.885961
0.5686814 2.887163
0.5459086 2.733917
0.5267495 2.612696
0.5450666 2.517864
0.5438905 2.505699
0.5463273 2.602337
0.5425216 2.750421
0.5269551 2.897505
0.5393634 2.941504
0.5596836 2.927694
0.5878813 2.926875
0.5541149 3.060907
0.5185051 2.983406
0.507141 2.962292
0.521274 2.99679
0.5231872 2.902683
0.5467856 3.148623
0.5598116 3.103022
0.5862205 3.039463
0.5309685 3.06835
0.5393502 2.986849
0.5020575 2.999701
0.4712734 3.057049
0.4641579 3.145589
0.4585842 3.044682
0.4659044 2.924172
0.4007404 3.141478
0.392056 3.088718
0.4120746 3.224081
0.3962143 3.345046
0.4143878 3.531071
0.4287123 3.490768
0.4261567 3.409188
0.4461326 3.433352
0.470842 3.557371
0.4950403 3.631415
0.5192512 3.669057
0.5310617 3.562845
0.5602447 3.887473
0.5614762 4.218674
0.5824305 4.558574
0.5226666 4.680268
0.5193895 4.871922
0.4812939 4.648458
0.4765515 4.850831
0.5100892 4.79265
0.5113251 4.678097
0.511091 4.521761
0.5363371 4.808762
0.5366734 4.890694
0.5351316 4.731883
0.5700452 4.634149
0.5326337 4.798225
0.5405783 4.675776
0.5550852 4.686429
0.5365174 4.433829
0.5425344 4.532764
0.5240328 4.374533
0.5543567 4.062273
0.5709896 4.013856
0.5501797 3.911639
0.5120722 3.984066
0.4756477 3.916316
0.4263905 3.888815
0.4430981 3.825826
0.4854788 3.927241
0.4586272 3.584349
0.4794078 3.422409
0.4294411 3.484595
0.4396429 3.377763
0.4020674 3.397987
0.4134516 3.214934
0.4567839 3.334772
0.4336163 3.201818
0.42613 3.155157
0.4092652 3.204642
0.4359424 3.094533
0.4734889 3.020087
0.494965 3.148264
0.4621495 3.08106
0.4112924 3.173901
0.4136715 3.275092
0.4301817 3.44243
0.3944009 3.460283
0.446154 3.466434
0.4134578 3.290412
0.4617443 3.117274
0.4024903 3.210011
0.3495361 3.241124
0.3365395 3.204899
0.328997 3.089488
0.3048474 3.294742
0.3624102 3.36329
0.368571 3.433777
0.3638819 3.512427
0.3712053 3.559033
0.3363673 3.405993
0.3394418 3.214574
0.3216503 3.13929
0.3038558 3.01026
0.3511156 3.107729
0.3503859 3.223041
0.3723744 3.211311
0.3548041 3.226322
0.3751871 3.16479
